Code;Name;PostalCode;Address;MOP
850100173;"ООО ""АГРОАСПЕКТ""";124527;Г. МОСКВА;NKP
850100408;"ООО ""АГРОАСПЕКТ""";142600;Г. ОРЕХОВО-ЗУЕВО;NKP
850101403;"ООО ""АГРОАСПЕКТ""";141151;Г. ЛОСИНО-ПЕТРОВСКИЙ;NKP
850102511;"ООО ""АГРОАСПЕКТ""";141021;Г. МЫТИЩИ;NKP
850102631;"ООО ""АГРОАСПЕКТ""";142600;Г. ОРЕХОВО-ЗУЕВО;NKP
850103185;"ООО ""АГРОАСПЕКТ""";129346;Г. МОСКВА;NKP
850115506;"ООО ""АГРОАСПЕКТ""";129337;Г. МОСКВА;NKP
850161461;"ООО ""АГРОАСПЕКТ""";170016;Г. ТВЕРЬ;NKP
850161463;"ООО ""АГРОАСПЕКТ""";170032;Г. ТВЕРЬ;NKP
850250221;"ООО ""АГРОАСПЕКТ""";127521;Г. МОСКВА;NKP
850291015;"ООО ""АГРОАСПЕКТ""";127576;Г. МОСКВА;NKP
850292105;"ООО ""АГРОАСПЕКТ""";125284;Г. МОСКВА;NKP
850292163;"ООО ""АГРОАСПЕКТ""";121354;Г. МОСКВА;NKP
850293949;"ООО ""АГРОАСПЕКТ""";107497;Г. МОСКВА;NKP
850279880;"ООО ""АГРОТОРГ КОРОЛЕВ""";141065;Г. КОРОЛЕВ;NKP
850178924;"ООО ""АГРОТОРГ""";172730;Г. ОСТАШКОВ;NKP
850179196;"ООО ""АГРОТОРГ""";129515;Г. МОСКВА;NKP
850179556;"ООО ""АГРОТОРГ""";143132;МО, Г. ТУЧКОВО;NKP
850179564;"ООО ""АГРОТОРГ""";125368;Г. МОСКВА;NKP
850179567;"ООО ""АГРОТОРГ""";143602;Г. ВОЛОКОЛАМСК;NKP
850179663;"ООО ""АГРОТОРГ""";214009;Г. СМОЛЕНСК;MAS
850179691;"ООО ""АГРОТОРГ""";141505;МО, Г. СОЛНЕЧНОГОРСК;NKP
850179776;"ООО ""АГРОТОРГ""";171573;Г. КАЛЯЗИН;NKP
850179915;"ООО ""АГРОТОРГ""";170000;Г. ТВЕРЬ;NKP
850179987;"ООО ""АГРОТОРГ""";143200;ДЕР. НОВАЯ;NKP
850179991;"ООО ""АГРОТОРГ""";129085;Г. МОСКВА;NKP
850179993;"ООО ""АГРОТОРГ""";141191;Г. ФРЯЗИНО;NKP
850181352;"ООО ""АГРОТОРГ""";117534;МО, СЕРГИЕВО-ПОСАДСКИЙ Р-Н;NKP
850181377;"ООО ""АГРОТОРГ""";215806;Г. ЯРЦЕВО;MAS
850181515;"ООО ""АГРОТОРГ""";216450;Г. ПОЧИНОК;MAS
850181530;"ООО ""АГРОТОРГ""";214038;Г. СМОЛЕНСК;MAS
850181552;"ООО ""АГРОТОРГ""";216400;Г. ДЕСНОГОРСК;MAS
850181553;"ООО ""АГРОТОРГ""";214004;Г. СМОЛЕНСК;MAS
850181567;"ООО ""АГРОТОРГ""";141551;РП АНДРЕЕВКА;NKP
850181574;"ООО ""АГРОТОРГ""";105484;Г. МОСКВА;NKP
850181613;"ООО ""АГРОТОРГ""";111524;Г. МОСКВА;NKP
850181788;"ООО ""АГРОТОРГ""";172010;Г. ТОРЖОК;NKP
850181850;"ООО ""АГРОТОРГ""";124365;Г. ЗЕЛЕНОГРАД;NKP
850181851;"ООО ""АГРОТОРГ""";141612;Г. КЛИН;NKP
850181935;"ООО ""АГРОТОРГ""";171162;Г. ВЫШНИЙ ВОЛОЧЕК;NKP
850182024;"ООО ""АГРОТОРГ""";170021;Г. ТВЕРЬ;NKP
850182026;"ООО ""АГРОТОРГ""";171170;ПОС. СПИРОВО;NKP
850182090;"ООО ""АГРОТОРГ""";143103;Г. РУЗА;NKP
850182107;"ООО ""АГРОТОРГ""";141100;Г. ЩЕЛКОВО;NKP
850182266;"ООО ""АГРОТОРГ""";141832;ДЕР. ПОДМОШЬЕ;NKP
850182330;"ООО ""АГРОТОРГ""";111396;Г. МОСКВА;NKP
850182426;"ООО ""АГРОТОРГ""";127055;Г. МОСКВА;NKP
850182978;"ООО ""АГРОТОРГ""";141321;Г. КРАСНОЗАВОДСК;NKP
850182979;"ООО ""АГРОТОРГ""";141800;Г. ДМИТРОВ;NKP
850183004;"ООО ""АГРОТОРГ""";111111;Г. КУБИНКА;NKP
850183775;"ООО ""АГРОТОРГ""";215806;Г. ЯРЦЕВО;MAS
850184143;"ООО ""АГРОТОРГ""";215010;Г. ГАГАРИН;MAS
850184710;"ООО ""АГРОТОРГ""";141802;Г. ДМИТРОВ;NKP
850184711;"ООО ""АГРОТОРГ""";141351;СЕРГИЕВО-ПОСАДСКИЙ Р-Н, ДЕ;NKP
850184712;"ООО ""АГРОТОРГ""";141142;ПОС. АНИЧКОВО;NKP
850184713;"ООО ""АГРОТОРГ""";141102;Г. ЩЕЛКОВО;NKP
850184714;"ООО ""АГРОТОРГ""";141073;Г. КОРОЛЕВ;NKP
850184809;"ООО ""АГРОТОРГ""";143103;Г. РУЗА;NKP
850184881;"ООО ""АГРОТОРГ""";;Г. СЕРГИЕВ ПОСАД;NKP
850184950;"ООО ""АГРОТОРГ""";143132;ПОС. ТУЧКОВО;NKP
850184954;"ООО ""АГРОТОРГ""";143130;ПОС. ТУЧКОВО;NKP
850184955;"ООО ""АГРОТОРГ""";125373;Г. МОСКВА;NKP
850184956;"ООО ""АГРОТОРГ""";143200;Г. МОЖАЙСК;NKP
850184957;"ООО ""АГРОТОРГ""";141313;Г. СЕРГИЕВ ПОСАД;NKP
850184959;"ООО ""АГРОТОРГ""";123308;Г. МОСКВА;NKP
850184960;"ООО ""АГРОТОРГ""";142608;Г. ОРЕХОВО-ЗУЕВО;NKP
850184969;"ООО ""АГРОТОРГ""";141730;Г. ЛОБНЯ;NKP
850185001;"ООО ""АГРОТОРГ""";141018;Г. МЫТИЩИ;NKP
850185006;"ООО ""АГРОТОРГ""";150000;ПОС. КУБРИНСК;NKC
850185031;"ООО ""АГРОТОРГ""";170028;Г. ТВЕРЬ;NKP
850185063;"ООО ""АГРОТОРГ""";170530;ПОС. ЭММАУС;NKP
850185222;"ООО ""АГРОТОРГ""";141196;Г. ФРЯЗИНО;NKP
850185223;"ООО ""АГРОТОРГ""";141070;Г. КОРОЛЕВ;NKP
850185224;"ООО ""АГРОТОРГ""";141075;Г. КОРОЛЕВ;NKP
850185225;"ООО ""АГРОТОРГ""";141650;Г. ВЫСОКОВСК;NKP
850185226;"ООО ""АГРОТОРГ""";143400;Г. КРАСНОГОРСК;NKP
850185499;"ООО ""АГРОТОРГ""";141504;Г. СОЛНЕЧНОГОРСК;NKP
850185548;"ООО ""АГРОТОРГ""";141315;Г. СЕРГИЕВ ПОСАД;NKP
850185613;"ООО ""АГРОТОРГ""";127282;Г. МОСКВА;NKP
850185628;"ООО ""АГРОТОРГ""";141551;ПОС. АНДРЕЕВКА;NKP
850185683;"ООО ""АГРОТОРГ""";170000;Г. ТВЕРЬ;NKP
850185819;"ООО ""АГРОТОРГ""";142608;Г. ЛИКИНО-ДУЛЕВО;NKP
850185842;"ООО ""АГРОТОРГ""";172200;Г. СЕЛИЖАРОВО;NKP
850185898;"ООО ""АГРОТОРГ""";143263;ПГТ. ПОРЕЧЬЕ;NKP
850185905;"ООО ""АГРОТОРГ""";125368;Г. МОСКВА;NKP
850185906;"ООО ""АГРОТОРГ""";141981;Г. ДУБНА;NKP
850185908;"ООО ""АГРОТОРГ""";127224;Г. МОСКВА;NKP
850185912;"ООО ""АГРОТОРГ""";127543;Г. МОСКВА;NKP
850185917;"ООО ""АГРОТОРГ""";127560;Г. МОСКВА;NKP
850185919;"ООО ""АГРОТОРГ""";127273;Г. МОСКВА;NKP
850185920;"ООО ""АГРОТОРГ""";107392;Г. МОСКВА;NKP
850185921;"ООО ""АГРОТОРГ""";105275;Г. МОСКВА;NKP
850185922;"ООО ""АГРОТОРГ""";105568;Г. МОСКВА;NKP
850185923;"ООО ""АГРОТОРГ""";105523;Г. МОСКВА;NKP
850185925;"ООО ""АГРОТОРГ""";141730;Г. ЛОБНЯ;NKP
850185929;"ООО ""АГРОТОРГ""";140800;Г. ДМИТРОВ;NKP
850185930;"ООО ""АГРОТОРГ""";141707;Г. ДОЛГОПРУДНЫЙ;NKP
850186425;"ООО ""АГРОТОРГ""";124365;Г. ЗЕЛЕНОГРАД;NKP
850186429;"ООО ""АГРОТОРГ""";124365;Г. ЗЕЛЕНОГРАД;NKP
850186430;"ООО ""АГРОТОРГ""";143400;Г. КРАСНОГОРСК;NKP
850186433;"ООО ""АГРОТОРГ""";107241;Г. МОСКВА;NKP
850186434;"ООО ""АГРОТОРГ""";141230;Г. ПУШКИНО;NKP
850186435;"ООО ""АГРОТОРГ""";141327;С.П. БЕРЕЗНЯКОВСКОЕ;NKP
850186439;"ООО ""АГРОТОРГ""";121609;Г. МОСКВА;NKP
850186443;"ООО ""АГРОТОРГ""";125008;Г. МОСКВА;NKP
850186629;"ООО ""АГРОТОРГ""";125480;Г. МОСКВА;NKP
850186665;"ООО ""АГРОТОРГ""";129090;Г. МОСКВА;NKP
850186666;"ООО ""АГРОТОРГ""";127572;Г. МОСКВА;NKP
850186673;"ООО ""АГРОТОРГ""";125008;Г. МОСКВА;NKP
850186675;"ООО ""АГРОТОРГ""";107564;Г. МОСКВА;NKP
850186748;"ООО ""АГРОТОРГ""";216500;Г. РОСЛАВЛЬ;MAS
850186752;"ООО ""АГРОТОРГ""";125464;Г. МОСКВА;NKP
850187078;"ООО ""АГРОТОРГ""";172380;Г. РЖЕВ;NKP
850187161;"ООО ""АГРОТОРГ""";215113;Г. ВЯЗЬМА;MAS
850187425;"ООО ""АГРОТОРГ""";141505;Г. СОЛНЕЧНОГОРСК;NKP
850187428;"ООО ""АГРОТОРГ""";141315;Г. СЕРГИЕВ ПОСАД;NKP
850187429;"ООО ""АГРОТОРГ""";142660;Г. ДРЕЗНА;NKP
850187430;"ООО ""АГРОТОРГ""";125299;Г. МОСКВА;NKP
850187431;"ООО ""АГРОТОРГ""";143103;Г. РУЗА;NKP
850187435;"ООО ""АГРОТОРГ""";141612;ПОС. НУДОЛЬ;NKP
850187436;"ООО ""АГРОТОРГ""";141230;ПОС. ЧЕРКИЗОВО;NKP
850187438;"ООО ""АГРОТОРГ""";127549;Г. МОСКВА;NKP
850187445;"ООО ""АГРОТОРГ""";124482;Г. ЗЕЛЕНОГРАД;NKP
850188176;"ООО ""АГРОТОРГ""";105203;Г. МОСКВА;NKP
850188177;"ООО ""АГРОТОРГ""";127247;Г. МОСКВА;NKP
850188178;"ООО ""АГРОТОРГ""";123298;Г. МОСКВА;NKP
850188180;"ООО ""АГРОТОРГ""";107564;Г. МОСКВА;NKP
850188182;"ООО ""АГРОТОРГ""";107392;Г. МОСКВА;NKP
850188183;"ООО ""АГРОТОРГ""";107241;Г. МОСКВА;NKP
850188185;"ООО ""АГРОТОРГ""";105484;Г. МОСКВА;NKP
850188189;"ООО ""АГРОТОРГ""";143200;Г. МОЖАЙСК;NKP
850188190;"ООО ""АГРОТОРГ""";111396;Г. МОСКВА;NKP
850188713;"ООО ""АГРОТОРГ""";214036;Г. СМОЛЕНСК;MAS
850188823;"ООО ""АГРОТОРГ""";143222;ДЕР. ГОРЕТОВО;NKP
850188824;"ООО ""АГРОТОРГ""";143222;ПОС. БОРИСОВО;NKP
850188916;"ООО ""АГРОТОРГ""";141980;Г. ДУБНА;NKP
850188919;"ООО ""АГРОТОРГ""";143160;ПОС. ДОРОХОВО;NKP
850188920;"ООО ""АГРОТОРГ""";143253;ДЕР.ИВАКИНО;NKP
850188923;"ООО ""АГРОТОРГ""";142670;Г. ЛИКИНО-ДУЛЕВО;NKP
850189467;"ООО ""АГРОТОРГ""";171504;Г. КИМРЫ;NKP
850189990;"ООО ""АГРОТОРГ""";143272;ДЕР. МОКРОЕ;NKP
850189991;"ООО ""АГРОТОРГ""";123022;Г. МОСКВА;NKP
850189994;"ООО ""АГРОТОРГ""";129010;Г. МОСКВА;NKP
850189995;"ООО ""АГРОТОРГ""";127282;Г. МОСКВА;NKP
850189997;"ООО ""АГРОТОРГ""";107140;Г. МОСКВА;NKP
850189998;"ООО ""АГРОТОРГ""";129164;Г. МОСКВА;NKP
850189999;"ООО ""АГРОТОРГ""";125445;Г. МОСКВА;NKP
850190000;"ООО ""АГРОТОРГ""";123448;Г. МОСКВА;NKP
850190001;"ООО ""АГРОТОРГ""";125480;Г. МОСКВА;NKP
850191486;"ООО ""АГРОТОРГ""";141354;ПОС. МОСТОВИК;NKP
850191487;"ООО ""АГРОТОРГ""";141320;Г. ПЕРЕСВЕТ;NKP
850191490;"ООО ""АГРОТОРГ""";143214;ДЕР. КЛЕМЕНТЬЕВО;NKP
850191494;"ООО ""АГРОТОРГ""";125413;Г. МОСКВА;NKP
850192122;"ООО ""АГРОТОРГ""";141544;ДЕР. БРЕХОВО;NKP
850192123;"ООО ""АГРОТОРГ""";141534;ДЕР. МАРЬИНО;NKP
850192288;"ООО ""АГРОТОРГ""";214031;Г. СМОЛЕНСК;MAS
850192820;"ООО ""АГРОТОРГ""";141290;Г. КРАСНОАРМЕЙСК;NKP
850192990;"ООО ""АГРОТОРГ""";215800;Г. ЯРЦЕВО;MAS
850192991;"ООО ""АГРОТОРГ""";214012;Г. СМОЛЕНСК;MAS
850193026;"ООО ""АГРОТОРГ""";143130;РП ТУЧКОВО;NKP
850193027;"ООО ""АГРОТОРГ""";171255;Г. КОНАКОВО;NKP
850193059;"ООО ""АГРОТОРГ""";142438;ДЕР. БОЛЬШОЕ БУНЬКОВО;NKP
850193061;"ООО ""АГРОТОРГ""";171163;Г. ВЫШНИЙ ВОЛОЧЕК;NKP
850193071;"ООО ""АГРОТОРГ""";143217;МОСКОВСКАЯ ОБЛ. МОЖАЙСКИЙ;NKP
850193075;"ООО ""АГРОТОРГ""";143444;Г. КРАСНОГОРСК, МКР-Н ОПАЛ;NKP
850193077;"ООО ""АГРОТОРГ""";105203;Г. МОСКВА;NKP
850193078;"ООО ""АГРОТОРГ""";105094;Г. МОСКВА;NKP
850193082;"ООО ""АГРОТОРГ""";127055;Г. МОСКВА;NKP
850193831;"ООО ""АГРОТОРГ""";121433;Г. МОСКВА;NKP
850193832;"ООО ""АГРОТОРГ""";143442;ПОС.ОТРАДНОЕ;NKP
850193833;"ООО ""АГРОТОРГ""";141840;Г. ЯХРОМА;NKP
850193900;"ООО ""АГРОТОРГ""";105082;Г.МОСКВА;NKP
850193903;"ООО ""АГРОТОРГ""";141607;Г. КЛИН;NKP
850193905;"ООО ""АГРОТОРГ""";129329;Г. МОСКВА;NKP
850193906;"ООО ""АГРОТОРГ""";141313;Г. СЕРГИЕВ ПОСАД;NKP
850193910;"ООО ""АГРОТОРГ""";142435;С.П. АКСЕНО-БУТЫРСКОЕ, С.К;NKP
850193911;"ООО ""АГРОТОРГ""";143200;Г. МОЖАЙСК;NKP
850193912;"ООО ""АГРОТОРГ""";105318;Г. МОСКВА;NKP
850193913;"ООО ""АГРОТОРГ""";124365;Г. ЗЕЛЕНОГРАД;NKP
850193957;"ООО ""АГРОТОРГ""";172389;Г. РЖЕВ;NKP
850194136;"ООО ""АГРОТОРГ""";125195;Г. МОСКВА;NKP
850194137;"ООО ""АГРОТОРГ""";107143;Г. МОСКВА;NKP
850194351;"ООО ""АГРОТОРГ""";215500;Г. САФОНОВО;MAS
850194441;"ООО ""АГРОТОРГ""";125430;Г. МОСКВА;NKP
850194615;"ООО ""АГРОТОРГ""";123592;Г. МОСКВА;NKP
850194948;"ООО ""АГРОТОРГ""";143221;ПОС. КРАСНОВИДОВО;NKP
850195015;"ООО ""АГРОТОРГ""";141620;ДЕР. МАЛЕЕВКА;NKP
850195016;"ООО ""АГРОТОРГ""";143370;ДЕР. ВЕСЕЛОВО;NKP
850195017;"ООО ""АГРОТОРГ""";111141;Г. МОСКВА;NKP
850195018;"ООО ""АГРОТОРГ""";129327;Г. МОСКВА;NKP
850195019;"ООО ""АГРОТОРГ""";141900;Г. Т АЛДОМ;NKP
850195020;"ООО ""АГРОТОРГ""";141033;ПОС. ПИРОГОВСКИЙ;NKP
850195021;"ООО ""АГРОТОРГ""";143172;ДЕР. КОЛОДКИНО;NKP
850195483;"ООО ""АГРОТОРГ""";171255;Г. КОНАКОВО;NKP
850195663;"ООО ""АГРОТОРГ""";214031;Г. СМОЛЕНСК;MAS
850195670;"ООО ""АГРОТОРГ""";215430;ПГТ. УГРА;MAS
850196112;"ООО ""АГРОТОРГ""";141421;Г. ХИМКИ, МКР-Н СХОДНЯ;NKP
850196311;"ООО ""АГРОТОРГ""";;Г. РУЗА;NKC
850196535;"ООО ""АГРОТОРГ""";170033;Г. ТВЕРЬ;NKP
850196537;"ООО ""АГРОТОРГ""";172521;Г. НЕЛИДОВО;NKP
850196573;"ООО ""АГРОТОРГ""";143160;ПОС. ДОРОХОВО;NKP
850196584;"ООО ""АГРОТОРГ""";143233;ДЕР. СОКОЛЬНИКОВО;NKP
850196585;"ООО ""АГРОТОРГ""";141075;Г. КОРОЛЕВ;NKP
850196655;"ООО ""АГРОТОРГ""";216239;Г. ОЗЕРНЫЙ;MAS
850196716;"ООО ""АГРОТОРГ""";215500;Г. САФОНОВО;MAS
850196727;"ООО ""АГРОТОРГ""";141014;Г. МЫТИЩИ;NKP
850196862;"ООО ""АГРОТОРГ""";141613;Г. КЛИН;NKP
850196864;"ООО ""АГРОТОРГ""";119048;Г. МОСКВА;NKP
850196872;"ООО ""АГРОТОРГ""";142438;ПОС. БУНЬКОВО;NKP
850197096;"ООО ""АГРОТОРГ""";141677;С.СПАС-ЗАУЛОК;NKP
850197101;"ООО ""АГРОТОРГ""";129301;Г. МОСКВА;NKP
850197134;"ООО ""АГРОТОРГ""";215500;Г. САФОНОВО;MAS
850197135;"ООО ""АГРОТОРГ""";215713;Г. ДОРОГОБУЖ;MAS
850197136;"ООО ""АГРОТОРГ""";214013;Г. СМОЛЕНСК;MAS
850197220;"ООО ""АГРОТОРГ""";124489;Г. ЗЕЛЕНОГРАД;NKP
850197222;"ООО ""АГРОТОРГ""";123317;Г. МОСКВА;NKP
850197235;"ООО ""АГРОТОРГ""";124683;Г. ЗЕЛЕНОГРАД;NKP
850197236;"ООО ""АГРОТОРГ""";141540;ПОС.ЖУКОВО;NKP
850197237;"ООО ""АГРОТОРГ""";143103;Г. РУЗА;NKP
850197239;"ООО ""АГРОТОРГ""";141640;ДЕР.ЯСЕНЕВО;NKP
850197243;"ООО ""АГРОТОРГ""";105318;Г. МОСКВА;NKP
850197256;"ООО ""АГРОТОРГ""";141371;Г. ХОТЬКОВО;NKP
850197257;"ООО ""АГРОТОРГ""";141013;Г. МЫТИЩИ;NKP
850197260;"ООО ""АГРОТОРГ""";125222;Г. МОСКВА;NKP
850197292;"ООО ""АГРОТОРГ""";171255;Г. КОНАКОВО;NKP
850197851;"ООО ""АГРОТОРГ""";141661;ПОС. ПОКРОВКА;NKP
850197852;"ООО ""АГРОТОРГ""";143081;С.П. ЕРШОВСКОЕ, ДЕР. СИНЬК;NKP
850197853;"ООО ""АГРОТОРГ""";141641;ПОС. ЗУБОВО;NKP
850197854;"ООО ""АГРОТОРГ""";143628;ДЕР. НЕЛИДОВО;NKP
850197856;"ООО ""АГРОТОРГ""";141270;ПОС. СОФРИНО;NKP
850197857;"ООО ""АГРОТОРГ""";143150;ДЕР. НЕСТЕРОВО;NKP
850197862;"ООО ""АГРОТОРГ""";141140;РП. СВЕРДЛОВСКИЙ;NKP
850197863;"ООО ""АГРОТОРГ""";107023;Г. МОСКВА;NKP
850197865;"ООО ""АГРОТОРГ""";162276;ДЕР. ИВАНОВКА;NKP
850197866;"ООО ""АГРОТОРГ""";127247;Г. МОСКВА;NKP
850198395;"ООО ""АГРОТОРГ""";141315;Г. СЕРГИЕВ ПОСАД;NKP
850198580;"ООО ""АГРОТОРГ""";142670;Г. ЛИКИНО-ДУЛЕВО;NKP
850198830;"ООО ""АГРОТОРГ""";141315;Г. СЕРГИЕВ-ПОСАД;NKP
850198831;"ООО ""АГРОТОРГ""";143500;ДЕР. ВЕЛЬЯМИНОВО;NKP
850198836;"ООО ""АГРОТОРГ""";142611;Г. ОРЕХОВО-ЗУЕВО;NKP
850198837;"ООО ""АГРОТОРГ""";143021;ДЕР. МАТВЕЙКОВО;NKP
850198840;"ООО ""АГРОТОРГ""";143622;С. СПАС;NKP
850198843;"ООО ""АГРОТОРГ""";125493;Г. МОСКВА;NKP
850198862;"ООО ""АГРОТОРГ""";172008;Г. ТОРЖОК;NKP
850198863;"ООО ""АГРОТОРГ""";172382;Г. РЖЕВ;NKP
850198864;"ООО ""АГРОТОРГ""";171841;Г. УДОМЛЯ;NKP
850198865;"ООО ""АГРОТОРГ""";170026;Г. ТВЕРЬ;NKP
850199006;"ООО ""АГРОТОРГ""";214031;Г. СМОЛЕНСК;MAS
850199622;"ООО ""АГРОТОРГ""";215505;Г. САФОНОВО;MAS
850199806;"ООО ""АГРОТОРГ""";143422;ПОС. ПЕТРОВО- ДАЛЬНЕЕ;NKP
850199807;"ООО ""АГРОТОРГ""";143541;ПОС. ОКТЯБРЬСКОЙ ФАБРИКИ;NKP
850199808;"ООО ""АГРОТОРГ""";127591;Г. МОСКВА;NKP
850199809;"ООО ""АГРОТОРГ""";141980;Г. ДУБНА;NKP
850199849;"ООО ""АГРОТОРГ""";215805;Г. ЯРЦЕВО;MAS
850200060;"ООО ""АГРОТОРГ""";127247;Г. МОСКВА;NKP
850200252;"ООО ""АГРОТОРГ""";141862;ПОС. НОВОЕ ГРИШИНО;NKP
850200253;"ООО ""АГРОТОРГ""";141060;Г. КОРОЛЕВ;NKP
850200865;"ООО ""АГРОТОРГ""";170521;ПГТ. МЕДНОЕ;NKP
850200866;"ООО ""АГРОТОРГ""";172610;ПОС. ЗАПАДНАЯ ДВИНА;NKC
850200867;"ООО ""АГРОТОРГ""";172389;Г. РЖЕВ;NKP
850200878;"ООО ""АГРОТОРГ""";107241;Г. МОСКВА;NKP
850200915;"ООО ""АГРОТОРГ""";215010;Г. ГАГАРИН;MAS
850201037;"ООО ""АГРОТОРГ""";143132;ПГТ. ТУЧКОВО;NKP
850201041;"ООО ""АГРОТОРГ""";141143;ДЕР. МЕДВЕЖЬИ ОЗЕРА;NKP
850201044;"ООО ""АГРОТОРГ""";141980;Г. ДУБНА;NKP
850201085;"ООО ""АГРОТОРГ""";125367;Г. МОСКВА;NKP
850201116;"ООО ""АГРОТОРГ""";141074;Г. КОРОЛЕВ;NKP
850201117;"ООО ""АГРОТОРГ""";141730;Г. ЛОБНЯ;NKP
850201118;"ООО ""АГРОТОРГ""";105118;Г. МОСКВА;NKP
850201130;"ООО ""АГРОТОРГ""";141730;Г. ЛОБНЯ;NKP
850201298;"ООО ""АГРОТОРГ""";141195;Г. ФРЯЗИНО;NKP
850201324;"ООО ""АГРОТОРГ""";123060;Г. МОСКВА;NKP
850201330;"ООО ""АГРОТОРГ""";123448;Г. МОСКВА;NKP
850201625;"ООО ""АГРОТОРГ""";141190;Г. ФРЯЗИНО;NKP
850201626;"ООО ""АГРОТОРГ""";127642;Г. МОСКВА;NKP
850201841;"ООО ""АГРОТОРГ""";143204;Г. МОЖАЙСК ПОС.СТРОИТЕЛЬ;NKP
850201857;"ООО ""АГРОТОРГ""";216400;Г. ДЕСНОГОРСК;MAS
850202069;"ООО ""АГРОТОРГ""";215110;Г. ВЯЗЬМА;MAS
850202103;"ООО ""АГРОТОРГ""";105043;Г. МОСКВА;NKP
850202180;"ООО ""АГРОТОРГ""";141308;Г. СЕРГИЕВ ПОСАД;NKP
850202241;"ООО ""АГРОТОРГ""";142600;Г. ОРЕХОВО-ЗУЕВО;NKP
850202329;"ООО ""АГРОТОРГ""";143432;Г. НАХАБИНО;NKP
850202371;"ООО ""АГРОТОРГ""";172010;Г. ТОРЖОК;NKP
850202377;"ООО ""АГРОТОРГ""";125499;Г. МОСКВА;NKP
850202378;"ООО ""АГРОТОРГ""";141800;Г. ДМИТРОВ;NKP
850202379;"ООО ""АГРОТОРГ""";141401;Г. ХИМКИ;NKP
850202380;"ООО ""АГРОТОРГ""";141401;Г. ХИМКИ;NKP
850202395;"ООО ""АГРОТОРГ""";172840;Г. ТОРОПЕЦ;NKP
850202468;"ООО ""АГРОТОРГ""";141400;Г. ХИМКИ;NKP
850202533;"ООО ""АГРОТОРГ""";127238;Г. МОСКВА;NKP
850202534;"ООО ""АГРОТОРГ""";127081;Г. МОСКВА;NKP
850202544;"ООО ""АГРОТОРГ""";125445;Г. МОСКВА;NKP
850202744;"ООО ""АГРОТОРГ""";214011;Г. СМОЛЕНСК;MAS
850202816;"ООО ""АГРОТОРГ""";171980;Г. БЕЖЕЦК;NKP
850203058;"ООО ""АГРОТОРГ""";143260;ПГТ. УВАРОВКА;NKP
850203059;"ООО ""АГРОТОРГ""";127562;Г. МОСКВА;NKP
850203060;"ООО ""АГРОТОРГ""";141308;Г. СЕРГИЕВ ПОСАД;NKP
850203064;"ООО ""АГРОТОРГ""";142600;Г. ОРЕХОВО-ЗУЕВО;NKP
850203102;"ООО ""АГРОТОРГ""";172730;Г. ОСТАШКОВ;NKP
850203103;"ООО ""АГРОТОРГ""";170043;Г. ТВЕРЬ;NKP
850203201;"ООО ""АГРОТОРГ""";125239;Г. МОСКВА;NKP
850203237;"ООО ""АГРОТОРГ""";141330;ДЕР. СЕЛКОВО;NKP
850203362;"ООО ""АГРОТОРГ""";143116;ПОС. БЕЛЯНАЯ ГОРА;NKP
850203380;"ООО ""АГРОТОРГ""";214039;Г. СМОЛЕНСК;MAS
850203402;"ООО ""АГРОТОРГ""";127572;Г. МОСКВА;NKP
850203403;"ООО ""АГРОТОРГ""";127411;Г. МОСКВА;NKP
850203404;"ООО ""АГРОТОРГ""";141280;Г. ИВАНТЕЕВКА;NKP
850203447;"ООО ""АГРОТОРГ""";215010;Г. ГАГАРИН;MAS
850203448;"ООО ""АГРОТОРГ""";215010;Г. ГАГАРИН;MAS
850203506;"ООО ""АГРОТОРГ""";143441;ДЕР. ПУТИЛКОВО;NKP
850203507;"ООО ""АГРОТОРГ""";141202;Г. ПУШКИНО;NKP
850203508;"ООО ""АГРОТОРГ""";129337;Г. МОСКВА;NKP
850203510;"ООО ""АГРОТОРГ""";127322;Г. МОСКВА;NKP
850203511;"ООО ""АГРОТОРГ""";105275;Г. МОСКВА;NKP
850203518;"ООО ""АГРОТОРГ""";143402;Г. КРАСНОГОРСК;NKP
850203598;"ООО ""АГРОТОРГ""";215010;Г. ГАГАРИН;MAS
850203613;"ООО ""АГРОТОРГ""";125362;Г. МОСКВА;NKP
850203781;"ООО ""АГРОТОРГ""";141065;Г. КОРОЛЕВ;NKP
850203782;"ООО ""АГРОТОРГ""";141370;Г. ХОТЬКОВО;NKP
850203816;"ООО ""АГРОТОРГ""";141313;Г. СЕРГИЕВ ПОСАД;NKP
850203824;"ООО ""АГРОТОРГ""";127055;Г. МОСКВА;NKP
850203829;"ООО ""АГРОТОРГ""";107014;Г. МОСКВА;NKP
850203860;"ООО ""АГРОТОРГ""";141400;Г. ХИМКИ;NKP
850203866;"ООО ""АГРОТОРГ""";125212;Г. МОСКВА;NKP
850203867;"ООО ""АГРОТОРГ""";129301;Г. МОСКВА;NKP
850203875;"ООО ""АГРОТОРГ""";143200;ДЕР. ЯМСКАЯ;NKP
850203920;"ООО ""АГРОТОРГ""";141895;С-Х ПОС. СОВХОЗА ОСТАНКИНО;NKP
850203921;"ООО ""АГРОТОРГ""";141073;Г. КОРОЛЕВ;NKP
850203922;"ООО ""АГРОТОРГ""";143103;Г. РУЗА;NKP
850204060;"ООО ""АГРОТОРГ""";105264;Г. МОСКВА;NKP
